@relation spectral_mfcc_Std_1

@attribute spectral_mfcc_Mean_12 numeric
@attribute spectral_mfcc_Mean_13 numeric
@attribute spectral_mfcc_Std_1 {NO,YES}
@attribute spectral_mfcc_Std_2 numeric
@attribute spectral_mfcc_Std_3 numeric

@data
-0.102394,0.058327,NO,0.324587,0.178
-0.018837,0.285333,NO,0.578906,0.313419
-0.126177,-0.056488,NO,0.362006,0.221299
0.054856,0.00615,NO,0.716272,0.253381
0.124985,0.036567,NO,0.579017,0.367443
-0.020051,-0.087261,YES,0.448801,0.312004
-0.120511,-0.055417,YES,0.575361,0.364048
0.015918,0.049609,YES,0.492936,0.347014
0.019145,-0.047123,YES,0.485565,0.394852
0.1791,0.078999,YES,0.443683,0.271309
0.143772,-0.018685,YES,0.564395,0.2366
0.162083,-0.011592,NO,0.615983,0.216582
0.021155,0.112242,NO,0.602285,0.310151
0.100846,0.026863,YES,0.414386,0.24912
0.128919,0.072207,YES,0.411266,0.232998
-0.050088,-0.007308,NO,0.515572,0.329571
0.025248,0.074431,NO,0.510834,0.377564
0.129575,0.042616,NO,0.193938,0.204977
0.159369,0.018232,NO,0.15933,0.1844
0.018845,-0.019191,NO,0.195548,0.135053
-0.255824,-0.076988,NO,0.140846,0.1326
-0.297536,-0.113925,NO,0.21093,0.229911
-0.264497,-0.044527,NO,0.215222,0.170164
0.146975,0.044733,NO,0.13804,0.155308
-0.042829,0.017415,NO,0.151231,0.186865
-0.031333,-0.036827,NO,0.148984,0.151855
-0.334499,-0.125619,NO,0.143722,0.13092
-0.363124,-0.247611,NO,0.218911,0.16499
-0.32042,-0.222962,NO,0.187017,0.145973
-0.076642,-0.035086,NO,0.172998,0.157525
-0.042378,0.010119,NO,0.328164,0.1872
-0.073431,-0.000879,NO,0.282117,0.184833
